852,220
852,223
852,223
853,222
853,223
853,222
853,223
854,221
855,221
856,222
857,221
857,221
858,220
859,219
860,218
861,221
861,220
862,221
863,219
864,221
865,221
865,222
866,220
867,219
868,218
869,220
870,218
870,218
871,218
872,219
873,220
874,221
874,222
875,219
876,219
877,219
878,219
878,218
879,218
880,219
881,218
882,220
883,222
883,222
884,221
885,220
886,222
887,222
887,221
888,220
889,218
890,219
891,220
891,222
892,221
893,222
894,222
895,223
895,223
896,223
897,222
898,220
899,223
900,222
900,221
901,221
902,222
903,222
904,226
904,224
905,222
906,223
907,223
908,222
908,222
909,221
910,222
911,220
912,223
912,224
913,224
914,223
915,223
916,225
917,223
917,222
918,221
919,220
920,220
921,222
921,223
922,223
923,223
924,222
925,223
925,223
926,221
927,220
928,222
929,221
929,221
930,220
931,219
932,220
933,222
934,223
934,222
935,221
936,219
937,220
938,219
938,219
939,218
940,218
941,217
942,220
942,220
943,222
944,219
945,220
946,223
946,221
947,221
948,220
949,218
950,220
951,221
951,221
952,222
953,222
954,221
955,223
955,222
956,222
957,221
958,221
959,221
959,221
960,220
961,220
962,221
963,222
964,223
964,223
965,223
966,222
967,223
968,223
968,220
969,220
970,220
971,221
972,223
972,224
973,222
974,223
975,223
976,224
976,225
977,223
978,221
979,221
980,222
981,223
981,222
982,224
983,224
984,224
985,226
985,225
986,222
987,223
988,221
989,222
989,222
990,222
991,222
992,224
993,225
993,226
994,225
995,224
996,224
997,226
998,223
998,223
999,223
1000,222
1001,222
1002,223
1003,226
1004,226
1004,227
1005,227
1006,227
1007,223
1008,223
1009,222
1010,222
1011,224
1012,225
1013,226
1013,225
1014,225
1015,225
1016,225
1017,224
1018,222
1019,223
1020,223
1021,223
1022,223
1022,225
1023,226
1024,225
1025,225
1026,224
1027,226
1028,223
1029,222
1030,224
1031,224
1031,224
1032,224
1033,224
1034,225
1035,225
1036,226
1037,224
1038,224
1039,222
1040,223
1040,223
1041,223
1042,225
1043,227
1044,225
1045,227
1046,225
1047,225
1048,225
1049,223
1049,223
1050,224
1051,224
1052,224
1053,226
1054,226
1055,224
1056,224
1057,224
1058,223
1058,223
1059,222
1060,224
1061,223
1062,225
1063,225
1064,226
1065,224
1066,224
1067,224
1067,222
1068,222
1069,221
1070,220
1071,222
1072,223
1073,222
1074,223
1075,222
1076,221
1076,221
1077,220
1078,219
1079,220
1080,218
1081,219
1082,221
1083,222
1084,221
1085,221
1085,222
1086,220
1087,219
1088,219
1089,219
1090,218
1091,219
1092,218
1093,218
1094,219
1094,219
1095,219
1096,218
1097,218
1098,217
1099,218
1100,217
1101,218
1102,219
1103,220
1103,220
1104,219
1105,220
1106,219
1107,219
1108,219
1109,219
1110,217
1111,218
1112,218
1112,220
1113,222
1114,221
1115,221
1116,219
1117,218
1118,218
1119,217
1120,218
1121,218
1121,219
1122,220
1123,220
1124,220
1125,220
1126,220
1127,219
1128,218
1129,217
1130,218
1130,218
1131,219
1132,220
1133,219
1134,219
1135,220
1136,219
1137,218
1138,218
1139,217
1139,216
1140,216
1141,218
1142,220
1143,219
1144,220
1145,219
1146,218
1147,217
1148,218
1148,216
1149,217
1150,216
1151,216
1152,217
1153,218
1154,219
1155,218
1156,216
1157,218
1157,216
1158,216
1159,214
1160,214
1161,215
1162,216
1163,217
1164,217
1165,217
1166,217
1166,219
1167,217
1168,216
1169,216
1170,216
1171,217
1172,219
1173,219
1174,218
1175,220
1175,220
1176,219
1177,220
1178,219
1179,217
1180,218
1181,219
1182,220
1183,221
1184,222
1184,222
1185,221
1186,222
1187,222
1188,222
1189,221
1190,221
1191,223
1192,224
1193,226
1193,225
1194,225
1195,227
1196,225
1197,224
1198,225
1199,225
1200,224
1201,226
1202,227
1202,229
1203,228
1204,228
1205,230
1206,229
1207,228
1208,227
1209,226
1210,226
1211,227
1211,229
1212,231
1213,230
1214,233
1215,230
1216,232
1217,230
1218,229
1219,228
1220,228
1220,226
1221,230
1222,231
1223,232
1224,232
1225,230
1226,231
1227,230
1228,228
1229,228
1229,229
1230,229
1231,230
1232,230
1233,232
1234,231
1235,230
1236,230
1237,230
1238,228
1238,228
1239,227
1240,225
1241,226
1242,227
1243,227
1244,227
1245,228
1246,227
1247,226
1247,224
1248,224
1249,223
1250,224
1251,224
1252,224
1253,225
1254,226
1255,226
1256,225
1256,224
1257,223
1258,221
1259,221
1260,221
1261,222
1262,222
1263,224
1264,224
1265,224
1265,224
1266,222
1267,221
1268,219
1269,220
1270,219
1271,220
1272,221
1273,222
1274,222
1274,221
1275,220
1276,220
1277,220
1278,219
1279,218
1280,219
1281,218
1282,219
1283,220
1283,221
1284,221
1285,221
1286,221
1287,220
1288,220
1289,218
1290,217
1291,219
1292,220
1292,219
1293,220
1294,221
1295,220
1296,221
1297,219
1298,220
1299,220
1300,218
1301,218
1301,220
1302,222
1303,222
1304,220
1305,221
1306,221
1307,221
1308,220
1309,219
1310,220
1310,218
1311,219
1312,221
1313,221
1314,220
1315,220
1316,221
1317,220
1318,219
1319,218
1319,217
1320,218
1321,219
1322,220
1323,220
1324,220
1325,219
1326,221
1327,220
1328,220
1328,218
1329,217
1330,218
